body,fake,source
"IIT Delhi working on solutions to curb air pollutionIIT Delhi working on solutions to curb air pollutionThe entire northern India has struggled to breathe every autumn for the past several years, keeping the authorities on their toes.",0,Economic Times
"Govt's 100-day plan: Strategic sales, loan to SMEsGovt's 100-day plan: Strategic sales, loan to SMEsFinance ministry may simplify GST rates by doing away with the two top rates of 18% and 28%.",0,Economic Times
"Will govt succeed in engaging with the youth of J&K?Will govt succeed in engaging with the youth of J&K?Successive governments, Prime Minister Narendra Modi’s first term included, have approached J&K as a security problem that has to be managed. ",0,Economic Times
Why you need to monetise those idle assetsWhy you need to monetise those idle assetsWe live with great humility & forbearance even as assets worth lakhs or crores are hidden in our closets.,0,Economic Times
"The simplest investing rule you must followThe simplest investing rule you must followIn the case of personal finance products, simplicity is not just something useful, it’s absolutely necessary.",0,Economic Times
Is it time to say goodbye to debt MFs?Is it time to say goodbye to debt MFs?Debt MFs have earned bad names in the last one year. The recent fiascos have also caught Sebi's attention.,0,Economic Times
A small Maha village boosts India's space ambitionsA small Maha village boosts India's space ambitionsThis villages is named after the legendary Indian entrepreneur Walchand Hirachand.,0,Economic Times
"Full-blown currency war can no longer be ruled out, says PimcoPimco describes conditions as a “cold currency war, round three” that is at risk of escalating.",0,Economic Times
"Post short-covering push, Nifty desperately needs fresh buyingNifty is likely to see 11,610 and 11,650 levels act as stiff resistance points on Tuesday.",0,Economic Times
"Long & Short of Monday’s mkt: What are futures & options sayingMeaningful Put writing was seen at 11,500 followed by 11,600 strike while Call writing was seen at 11,600.",0,Economic Times
"Some midcaps on way to becoming smallcaps: ShenoyAt this point, we are looking at a revival in capital expenditure, capital goods: Deepak Shenoy",0,Economic Times
"Lower VIX suggests Nifty to consolidate moreIndia VIX ended flattish at 12.02. Lower VIX level suggests consolidation likely to continue. 
",0,Economic Times
Low inflation in India a sign of something far worseAn economy with moderately high inflation “signals growing consumption and spurs investment”. ,0,Economic Times
"100-day plan of Modi 2.0: Strategic sales, simplifying GST slabs, credit to MSMEsFinance ministry may simplify GST rates by doing away with the two top rates of 18% and 28%.",0,Economic Times
"India, UK set up 3 new bilateral trade working groupsThe three new business-led working groups will be run by the UK India Business Council (UKIBC) alongside CII and FICCI.",0,Economic Times
"India's services receipt in May rises 15.5% to $18.68 billionCompared sequentially, the services exports during the month were up by 3.4 per cent from $18.06 billion in April 2019. ",0,Economic Times
"Bill to encourage arbitration of commercial disputesThe new bill, which amends the 1996 Act, seeks to provide for a robust mechanism to deal with institutional disputes and ensures accountability of the arbitrator.",0,Economic Times
Government plans to tweak PMFBY; to make crop insurance voluntary to all farmersThe ministry has also proposed a two-step process of assessing crop yields required for calculating the extent of crop damage.,0,Economic Times
"Bangladesh-India  bilateral trade was $9.5 billion in FY2017-18: FBCCI president Sheikh Fazle FahimThe trade between the two countries can increase through investments in green field projects, Fahim said.",0,Economic Times
"Your WhatsApp, Telegram media files could be hacked: ResearchResearchers say hackers can manipulate the images and audio files that you receive on these platforms.",0,Economic Times
"TikTok partners with National Skill Development CorporationNSDC has joined TikTok to leverage the platform to educate TikTok’s over 200 million users, including first-time Internet users in India.",0,Economic Times
"Only 8% Indian managers believe they have a skilled cybersecurity team: SophosIT teams spend about a third of their time managing security, but struggle with a lack of expertise, budget and up to date technology.",0,Economic Times
"Thyssenkrupp bets on India for industrial solutionsIt has also become ""relatively"" easier to do business in India, said Marcel Fasswald, CEO of Thyssenkrupp Industrial Solutions.",0,Economic Times
"Indian IT managers facing budget crunch for cybersecurityMost Indian IT managers are struggling to respond to cybersecurity due to severe budget crunch, lack of expertise and up to date technology, a new survey said on Monday.",0,Economic Times
"Apple stops selling iPhone SE, 6, 6Plus, 6sPlus in IndiaApple has stopped selling the ‘lower priced’ smartphones iPhone SE, 6, 6 Plus and 6s Plus in India.",0,Economic Times
Trump abandoned Iran deal to spite Obama: UK envoy in leaked emailsKim Darroch quit last week after leaked cables revealed that he had called Trump 'inept'.,0,Economic Times
Zara's hot polka dot dress beats big dataA $69.90 polka dot dress from Zara has become the fashion hit of the summer.,0,Economic Times
"After ban, Huawei plans extensive layoffs at its U.S. operations: ReportHuawei's Chinese employees in the US were being given an option to return home and stay with the company.",0,Economic Times
"As fresh water grows scarcer, it could become a good investmentThe United Nations Environment Program has predicted that half the globe’s population could face severe water stress by 2030.",0,Economic Times
"Ford, Volkswagen join forces on the new frontier of electric autosThe German and US auto giants Volkswagen announced they were expanding their alliance accelerating cooperation among otherwise competing global auto giants as they face enormous costs in developing new technologies.",0,Economic Times
G7 deal on minimum tax rates seen eluding ministersPakistan fully closed its airspace on February 26 after the IAF fighter jets struck a JeM terrorist training camp in Balakot following the Pulwama terror attack in Kashmir.,0,Economic Times
"India expects ICJ relief for Kulbhushan Jadhav amid Pakistan trial gaps, access denialIndia has sought annulment of Jadhav’s death sentence and his immediate release, saying the verdict it failed to satisfy even the minimum standards of due process.",0,Economic Times
"IIT Delhi working on solutions to curb growing air pollutionThe entire northern India has struggled to breathe every autumn for the past several years, keeping the authorities on their toes.",0,Economic Times
"View: Government's plan for a reboot in J&K depends on its ability to engage with the youngSuccessive governments, Prime Minister Narendra Modi’s first term included, have approached J&K as a security problem that has to be managed. ",0,Economic Times
"100-day plan of Modi 2.0: Strategic sales, simplifying GST slabs, credit to MSMEsFinance ministry may simplify GST rates by doing away with the two top rates of 18% and 28%.",0,Economic Times
A small Maharashtra village boosts India's space ambitionsThis villages is named after the legendary Indian entrepreneur Walchand Hirachand.,0,Economic Times
"BJP MLA's daughter, husband roughed up outside courtroom by lawyersThe couple had prayed that neither police nor Mishra should disturb them in their peaceful living.",0,Economic Times
"Traders bet on calendar spread as Nifty moves in a tight rangeA trading combination involving Nifty options is gaining prominence among savvy trading desks of institutional investors.

",0,Economic Times
"Nifty may find support at 5300 levelAs far as stock futures are concerned, we are very near to the highest-ever open interest with 195 crore shares in open interest. ",0,Economic Times
"Seven out of top 10 Asian small-cap funds are IndianAn analysis of 300 Asian small-cap schemes shows DSP BlackRock Micro Cap Fund leading the charge, delivering an 82% return over the past year.",0,Economic Times
"Inflation reflects growth dynamics in India: Christopher WoodIndia has inflation and it reflects the fundamental growth, Christopher Wood, equity strategist, CLSA, said at ET Now Mkt Summit-2010.

",0,Economic Times
"Market may trade in a range, but FIIs seen sold on IndiaMarket may see range-bound trading this week in the absence of any major trigger.",0,Economic Times
"'Don't bank only on price-to-earning ratio'Many experts believe that looking at PE ratio in isolation won’t help investors grasp realities of the mkt and higher valuation may not be the only deciding factor driving mkt. 
",0,Economic Times
Prabhudas Lilladher has a reduce rating on InfosysPrabhudas Lilladher has a ‘reduce’ rating on Infosys Technologies as it feels that the outlook for the company and the software industry is quite weak in the near-term.,0,Economic Times
Fin Crisis: Too late and too little done in USA crisis of $240 trillion cannot be stemmed with bailout packages of $1 to $10 trillion. 2008: Year of global financial crisis | Survive credit crisis | Ghosts of 1929,0,Economic Times
"Weak rupee takes its toll on cos with huge foreign debtThe falling rupee will severely affect the small companies, whereas the big ones will be impacted moderately. Get rid of Debt | Adopt correct investment strategies",0,Economic Times
"Wait for more signals before turning positiveAt the recent low of 12514 points, the Sensex has tested the 12800-12000-pts support zone and has since then attempted a corrective rally.",0,Economic Times
"Six Indian cos among BusinessWeek's top 100 Infotech firmsBusinessWeek's 'The Infotech 100', has ranked Bharti Airtel at the 21st position followed by Reddington India (55th) and RCom (66th). Successful business formula",0,Economic Times
Indian firms slip in global ranking; four move out of Top-50014 firms present in a new list of world's 500 most valued firms together seeing an erosion of about $150 billion in their market value in the first three months of this year.,0,Economic Times
"'Big Daddy' laps up Cipla after Q1 nos beat forecastShares of Cipla inched up on heavy volumes on Friday, after the company’s first quarter earnings beat the consensus estimate.",0,Economic Times
"Old Fox has dream run on Dalal StreetThe Old Fox of Dalal Street has been on a dream run since the past couple of weeks. On Friday, most stocks that he had been steadily building up positions in figured among key gainers of the day.",0,Economic Times
"Cairn India hits record high on BSE amid stake sale talksThe scrip, which was flat for most of the session, shot up in the final hour of trade on the Bombay Stock Exchange to settle with a net gain of 4.36 per cent at Rs 355.45.",0,Economic Times
"Vedanta plunges 5.59% on LSE amid talks to buy Cairn stakeIn the late afternoon session, the scrip was being traded at 20.61 pounds, down by 5.50 per cent on the LSE. Vedanta opened on a positive note, but soon swung into the red.",0,Economic Times
"SBI shares on gaining spree; hit record highIn the past two days, the scrip recorded a gain of over 9 per cent on the BSE, making its investors richer by a whopping Rs 15,000 crore.
",0,Economic Times
FM must rethinkTT Ram Mohan has rightly suggested that the tax-GDP ratio measures structural improvement. The FM must rethink his medium-term debtto-GDP target. ,0,Economic Times
Amalgamate banksFinancial inclusion and financial literacy will be the paramount objective while implementing reforms along with UID project to protect the interests of poor. ,0,Economic Times
"Managing dataThis refers to your edit ‘A welcome quest’ (ET, Oct 8). It is imperative to have a strong database.",0,Economic Times
"Right technologyApropos of ‘The climate conundrum’ (ET, Oct 9), Mukul Sanwal rightly suggests that developing countries should lead in setting the agenda for global technological cooperation.",0,Economic Times
ET SearchRupee#CAD#Economic crisis#Food Bill,0,Economic Times
"After the Oscars, what's next for silent stars of The Artist?The team behind The Artist will have spent the first day of the rest of their lives conforming to the grandest, and most lucrative, of Hollywood traditions. ",0,Economic Times
"Delhi World Book fair: A fair like no otherIt's the World Book fair, which comes around once every two years sprawling across the giant halls of Pragati Maidan.  This is the fair's 20th edition.",0,Economic Times
"Indian gift makes its way to State Department exhibitionAn elephant figurine gifted by the then HM LK Advani to US Secretary of State Colin Powell in 2002, has made its way to the State Department hall.",0,Economic Times
"IMD to use dynamic models for forecastsStatistical models used by IMD will still be used for monsoon forecast, but the ministry of earth sciences is putting more emphasis on dynamic models.",0,Economic Times
"Docs reveal contents of first wire msg between India & EngNewly discovered documents have revealed the first telegraph messages and joy when England was linked for the first time with India on 23 June, 1870. ",0,Economic Times
Worried Amitabh Bachchan fans pray to Lord Shiva for his recoveryHundreds of worried fans of ailing Bollywood megastar Amitabh Bachchan today performed a yagna here to pray for his speedy recovery.,0,Economic Times
"Every decision of government needn’t be a big reform: Anand Mahindra""The fact that we are the world’s largest democracy and we are all aware that power and a role in global affairs for a nation comes from economic strength.""",0,Economic Times
"Narendra Modi has his eyes set on boosting business: Joao Cravinho, EU AmbassadorAmbassador Joao Cravinho, head of the EU delegation, led Ambassadors of various European countries to a quiet lunch with Modi at the capital last year.",0,Economic Times
"Confidence level of industry improving: KV Kamath, ICICI Bank""It is the collective wisdom of the marketplace that there is action and we will move with speed. That improves the confidence level of industry.""",0,Economic Times
"We may see rapid growth over the next few years: Raamdeo AgrawalDirectives from the Centre have to be executed at the state level. So, there are many things that are not in Modi’s hands, says Raamdeo Agrawal.",0,Economic Times
"Our commitment for press freedom, and autonomy of public broadcast is absolute: Prakash Javadekar""Now there is a stage three and stage four of digitisation, we will take a call on this only after taking all things into account.""",0,Economic Times
"There is a leadership vacuum in Infosys, time to get Nandan Nilekani back: Mohandas Pai""There is a leadership vacuum in the company, because they made the wrong choice of CEO three years ago and that is playing out right now.""",0,Economic Times
"Sensex, Nifty hit lifetime highs: Top factors that fuelled the rallyWeak auto sales numbers and GDP data failed to stop Sensex from rallying over 450 points.",0,Economic Times
"Contra bets: 4 themes that may deliver high returns despite risksIf things go in favour of these sectors in the foreseeable future, they can offer high returns.
",0,Economic Times
"Lupin, Havells among 11 stocks that can give solid returns in 2-3 weeksAnalysts said one must execute trades with caution in this market.",0,Economic Times
"Maruti, TaMo May sales plunge, but stocks hold the ground, why?Tata Motors’ domestic PV volumes declined 38%, domestic volumes of Honda fell 28% in May.",0,Economic Times
"Sell in May, play in June! Hot summer is about cool returnsIn last 20 years, the BSE Sensex has ended June with gains on 14 occasions.",0,Economic Times
Modi win makes rupee double-edged sword for central bankThe rupee is emerging as Asia’s top performer in the past three months.,0,Economic Times
"Alfa raises delisting price to Rs 2,850 a shareAlfa Laval (India) today said its parent firm has raised the delisting offer price to Rs 2,850 a share.
",0,Economic Times
"DB Realty, Unitech stocks roseThe stocks of DB Realty and Unitech rose after top executives of these companies were granted bail in the 2G scam case. ",0,Economic Times
Fitch withdraws Reliance Capital ratingsFitch on Friday said it has withdrawn the ratings on Reliance Capital as the company has decided to stop participating.,0,Economic Times
"'Discoms' poor fin health poses risks for traders'The poor financial health of state electricity boards could pose significant business risks for power traders in the country, says Fitch.
",0,Economic Times
"Cigarette cos shares outperform benchmark SensexShares of cigarette companies have rallied over the past one month, with ITC, Godfrey Philips and VST Industries hitting record highs. ",0,Economic Times
"Lovable Lingerie's dream run on as traders lap it upLovable Lingerie is 3rd-best performing stock among companies listed this year, with it doubling in value, as traders bet it could repeat performance of Page Indus.",0,Economic Times
body,fake,source
India's big bull is riding high on a Rs 6.3 lk cr 'pipe' dreamIndia's big bull is riding high on a Rs 6.3 lk cr 'pipe' dreamMost investors on Dalal Street have spotted an opportunity in water management.,0,Economic Times
"Zero charge on digital transactions irks payment companiesZero charge on digital transactions irks payment companiesIn letters to finmin, MeitY and RBI, industry body has sought compensation for any losses that could arise.",0,Economic Times
"Is the worst over at India's largest telco?Is the worst over at India's largest telco?With revenues stabilising, HR experts expect manpower to increase by 5% by the end of March 2020.",0,Economic Times
"IndiGo's boardroom brawl under govt lensIndiGo's boardroom brawl under govt lensIndiGo instructed to submit all documents, including EY report on related-party transactions.",0,Economic Times
"Kulbhushan Jadhav case: What you need to knowKulbhushan Jadhav case: What you need to knowIndia moved the ICJ in May 8, 2017 for the ""egregious violation"" of the provisions of the Vienna Convention by Pakistan by repeatedly denying New Delhi consular access to Jadhav.",0,Economic Times
You've probably been reading the rain wrongYou've probably been reading the rain wrongIMD will revise its onset & withdrawal schedule to align normal dates with the reality of changing weather.,0,Economic Times
"An IPO wave is heading your way next monthAn IPO wave is heading your way next monthHalf a dozen cos are likely to hit market next month, bringing to an end the dry spell in IPOs.",0,Economic Times
"France shows the way to take on Google, AmazonFrance shows the way to take on Google, AmazonFrance has levied a 3% tax on the revenues of 30 digital companies, mostly US-owned.",0,Economic Times
"IAF fighter pilots test F-21 simulatorIAF fighter pilots test F-21 simulatorFlight Lieutenant Avani Chaturvedi, India's first female pilot, was among the fighter pilots who examined the simulator.",0,Economic Times
"K'taka Live: Can't force MLAs for trust vote, rules SCK'taka Live: Can't force MLAs for trust vote, rules SCThe apex court's order has more or less sealed the outcome of tomorrow's trust vote in Karnataka.",0,Economic Times
Expensive stocks risk sharp cuts from the slowing economyGrowth in India slumped to a five-year low of 5.8 per cent in the three months to March.,0,Economic Times
DHFL crisis could make the case for NBFC stress test strongerThe latest disclosure by DHFL has raised doubt on the collection efficiency of NBFCs.,0,Economic Times
"Banks aren’t out of the woods yet: Pralay Mondal, Axis Bank 
These cycles will differentiate the men from the boys lot more than it has ever done before.",0,Economic Times
"Podcast: Market-moving news and stocksTune in! Your daily digest of market news, views and cues.",0,Economic Times
"OMCs trade in the red; GAIL falls over 2%The S&P BSE Oil & Gas index was trading 0.47 per cent down at 14,261.61 around 11:26 am. ",0,Economic Times
"Apollo seeks investor, asset sales to cut debtThe aim is to reduce the Apollo shares pledged by the family as collateral to lenders.",0,Economic Times
"PM Modi’s PSU bank spends beat 45 years’ investmentsThe government has been forced to infuse funds after PSU banks reported collective losses from FY16 to FY19 totalling Rs 1,64,474 crore.",0,Economic Times
"US ban hits Kerala, Karnataka seafood exportsCatches from the sea for export are mainly shrimps, squids and cuttle fish. ",0,Economic Times
IMD plans timetable tweak to match monsoon realityIMD will revise its onset & withdrawal schedule to align normal dates with the reality of changing weather.,0,Economic Times
"Looking to replace Chinese imports, US turns to Indian productsThe US is looking to replace Chinese exports with Indian products in at least seven product lines.",0,Economic Times
"Local sourcing norms for FDI in single brand retail to be eased in few weeks: Piyush GoyalGoyal also requested companies around the world to respect Indian sensitivities on restrictions of foreign investment in multi-brand retail.
",0,Economic Times
RS Prasad exhorts CSCs to aim for transaction turnover of Rs 3 lakh crore in 5 yearsCSCs act as access points for delivery of various services and there are 3.6 lakh such centres operating across the country today.,0,Economic Times
"Cloud data center firm Linode launches India operationsThe company has invested $5 million towards its India operations so far, and said would invest more as it looks at scaling up in the future.",0,Economic Times
Blockchain tech of big three at work in client projectsSpending on blockchain solutions has been forecast at $2.9 b globally in 2019.,0,Economic Times
"Christine Lagarde resigns as IMF chief, cites more clarity on ECB postLagarde said in a statement her resignation was effective Sept. 12, opening the way for the IMF to choose its next leader.",0,Economic Times
Is Facebook launching new TikTok competitor?Facebook's NPE team will develop apps for consumers who are still removed from the core Facebook brand.,0,Economic Times
Rejigged Twitter web to let you say it in 7 Indian languagesNew website will be rolled out over next few weeks.,0,Economic Times
"IT companies tightening salary budgets, leveraging variable pay for niche skillsThis comes as Indian IT service companies grapple with margin pressure and rising employee costs amid a growing need for high-cost digital skills. ",0,Economic Times
"China wants to reorder the global order: Esper""They're getting them into debt in a way that they are able to capture strategic ports, critical minerals and resources,"" he said.""It's just a matter of time before they match US and possibly surpass America.""",0,Economic Times
"China gifts warship to Sri LankaThe Type 053 frigate was commissioned into China's People's Liberation Army Navy in 1994 as the Tongling. The 2,300-tonne warship was decommissioned by the PLA Navy in 2015. The warship has now been gifted to the Lankan Navy.",0,Economic Times
"Facebook's digital coin Libra 'delusional': US lawmakersThe US lawmakers attacked Facebook's upcoming digital cryptocurrency Libra at a Senate hearing here, calling it ""delusional"" and ""dangerous"" and directing the social networking giant to clean up its house first before launching a new business model.",0,Economic Times
"China says misleading to suggest it needs trade deal due to slowing economyOfficial data on Monday showed China's economic growth cooled to 6.2% in the second quarter, its weakest pace in at least 27 years.",0,Economic Times
Trump abandoned Iran deal to spite Obama: UK envoy in leaked emailsKim Darroch quit last week after leaked cables revealed that he had called Trump 'inept'.,0,Economic Times
Zara's hot polka dot dress beats big dataA $69.90 polka dot dress from Zara has become the fashion hit of the summer.,0,Economic Times
Threatened' ex-MLA hides inside train toilet to save lifeThe Samajwadi Party leader claimed that he narrated the incident to the train's travelling ticket examiner (TTE) but to no avail.,0,Economic Times
"Akhilesh Yadav, Mayawati feel CBI heat ahead of UP bypollsSP and BSP leaders are questioning the timing of the momentum that the CBI probe has gathered after the Lok Sabha elections.",0,Economic Times
"PMO asks Bhagalpur officials to launch probe after boy seeks permission to end lifeThe boy had sent the letter to the president about two months ago and it was apparently forwarded to the PMO, the officials said on Tuesday.
",0,Economic Times
"BMTC wants to reboot IT planAbout three years ago, it had entered into a five-year contract with Trimax IT Infrastructure and Services to implement its IT plan. ",0,Economic Times
Karnataka Crisis Live: Supreme Court to rule on rebel MLA resignations shortlyThe apex court's order has more or less sealed the outcome of tomorrow's trust vote in Karnataka.,0,Economic Times
"UN's top development official 'in awe' of India's effortsIt was ""mind boggling"" how India had lifted 271 million people out of poverty in the 2006-16 decade, UN Development Programme Administrator Achim Steiner said.",0,Economic Times
"Traders bet on calendar spread as Nifty moves in a tight rangeA trading combination involving Nifty options is gaining prominence among savvy trading desks of institutional investors.

",0,Economic Times
"Nifty may find support at 5300 levelAs far as stock futures are concerned, we are very near to the highest-ever open interest with 195 crore shares in open interest. ",0,Economic Times
"Seven out of top 10 Asian small-cap funds are IndianAn analysis of 300 Asian small-cap schemes shows DSP BlackRock Micro Cap Fund leading the charge, delivering an 82% return over the past year.",0,Economic Times
"Inflation reflects growth dynamics in India: Christopher WoodIndia has inflation and it reflects the fundamental growth, Christopher Wood, equity strategist, CLSA, said at ET Now Mkt Summit-2010.

",0,Economic Times
"Market may trade in a range, but FIIs seen sold on IndiaMarket may see range-bound trading this week in the absence of any major trigger.",0,Economic Times
"'Don't bank only on price-to-earning ratio'Many experts believe that looking at PE ratio in isolation won’t help investors grasp realities of the mkt and higher valuation may not be the only deciding factor driving mkt. 
",0,Economic Times
Prabhudas Lilladher has a reduce rating on InfosysPrabhudas Lilladher has a ‘reduce’ rating on Infosys Technologies as it feels that the outlook for the company and the software industry is quite weak in the near-term.,0,Economic Times
Fin Crisis: Too late and too little done in USA crisis of $240 trillion cannot be stemmed with bailout packages of $1 to $10 trillion. 2008: Year of global financial crisis | Survive credit crisis | Ghosts of 1929,0,Economic Times
"Weak rupee takes its toll on cos with huge foreign debtThe falling rupee will severely affect the small companies, whereas the big ones will be impacted moderately. Get rid of Debt | Adopt correct investment strategies",0,Economic Times
"Wait for more signals before turning positiveAt the recent low of 12514 points, the Sensex has tested the 12800-12000-pts support zone and has since then attempted a corrective rally.",0,Economic Times
"Six Indian cos among BusinessWeek's top 100 Infotech firmsBusinessWeek's 'The Infotech 100', has ranked Bharti Airtel at the 21st position followed by Reddington India (55th) and RCom (66th). Successful business formula",0,Economic Times
Indian firms slip in global ranking; four move out of Top-50014 firms present in a new list of world's 500 most valued firms together seeing an erosion of about $150 billion in their market value in the first three months of this year.,0,Economic Times
"'Big Daddy' laps up Cipla after Q1 nos beat forecastShares of Cipla inched up on heavy volumes on Friday, after the company’s first quarter earnings beat the consensus estimate.",0,Economic Times
"Old Fox has dream run on Dalal StreetThe Old Fox of Dalal Street has been on a dream run since the past couple of weeks. On Friday, most stocks that he had been steadily building up positions in figured among key gainers of the day.",0,Economic Times
"Cairn India hits record high on BSE amid stake sale talksThe scrip, which was flat for most of the session, shot up in the final hour of trade on the Bombay Stock Exchange to settle with a net gain of 4.36 per cent at Rs 355.45.",0,Economic Times
"Vedanta plunges 5.59% on LSE amid talks to buy Cairn stakeIn the late afternoon session, the scrip was being traded at 20.61 pounds, down by 5.50 per cent on the LSE. Vedanta opened on a positive note, but soon swung into the red.",0,Economic Times
"SBI shares on gaining spree; hit record highIn the past two days, the scrip recorded a gain of over 9 per cent on the BSE, making its investors richer by a whopping Rs 15,000 crore.
",0,Economic Times
FM must rethinkTT Ram Mohan has rightly suggested that the tax-GDP ratio measures structural improvement. The FM must rethink his medium-term debtto-GDP target. ,0,Economic Times
Amalgamate banksFinancial inclusion and financial literacy will be the paramount objective while implementing reforms along with UID project to protect the interests of poor. ,0,Economic Times
"Managing dataThis refers to your edit ‘A welcome quest’ (ET, Oct 8). It is imperative to have a strong database.",0,Economic Times
"Right technologyApropos of ‘The climate conundrum’ (ET, Oct 9), Mukul Sanwal rightly suggests that developing countries should lead in setting the agenda for global technological cooperation.",0,Economic Times
ET SearchRupee#CAD#Economic crisis#Food Bill,0,Economic Times
"After the Oscars, what's next for silent stars of The Artist?The team behind The Artist will have spent the first day of the rest of their lives conforming to the grandest, and most lucrative, of Hollywood traditions. ",0,Economic Times
"Delhi World Book fair: A fair like no otherIt's the World Book fair, which comes around once every two years sprawling across the giant halls of Pragati Maidan.  This is the fair's 20th edition.",0,Economic Times
"Indian gift makes its way to State Department exhibitionAn elephant figurine gifted by the then HM LK Advani to US Secretary of State Colin Powell in 2002, has made its way to the State Department hall.",0,Economic Times
"IMD to use dynamic models for forecastsStatistical models used by IMD will still be used for monsoon forecast, but the ministry of earth sciences is putting more emphasis on dynamic models.",0,Economic Times
"Docs reveal contents of first wire msg between India & EngNewly discovered documents have revealed the first telegraph messages and joy when England was linked for the first time with India on 23 June, 1870. ",0,Economic Times
Worried Amitabh Bachchan fans pray to Lord Shiva for his recoveryHundreds of worried fans of ailing Bollywood megastar Amitabh Bachchan today performed a yagna here to pray for his speedy recovery.,0,Economic Times
"Every decision of government needn’t be a big reform: Anand Mahindra""The fact that we are the world’s largest democracy and we are all aware that power and a role in global affairs for a nation comes from economic strength.""",0,Economic Times
"Narendra Modi has his eyes set on boosting business: Joao Cravinho, EU AmbassadorAmbassador Joao Cravinho, head of the EU delegation, led Ambassadors of various European countries to a quiet lunch with Modi at the capital last year.",0,Economic Times
"Confidence level of industry improving: KV Kamath, ICICI Bank""It is the collective wisdom of the marketplace that there is action and we will move with speed. That improves the confidence level of industry.""",0,Economic Times
"We may see rapid growth over the next few years: Raamdeo AgrawalDirectives from the Centre have to be executed at the state level. So, there are many things that are not in Modi’s hands, says Raamdeo Agrawal.",0,Economic Times
"Our commitment for press freedom, and autonomy of public broadcast is absolute: Prakash Javadekar""Now there is a stage three and stage four of digitisation, we will take a call on this only after taking all things into account.""",0,Economic Times
"There is a leadership vacuum in Infosys, time to get Nandan Nilekani back: Mohandas Pai""There is a leadership vacuum in the company, because they made the wrong choice of CEO three years ago and that is playing out right now.""",0,Economic Times
"Sensex, Nifty hit lifetime highs: Top factors that fuelled the rallyWeak auto sales numbers and GDP data failed to stop Sensex from rallying over 450 points.",0,Economic Times
"Contra bets: 4 themes that may deliver high returns despite risksIf things go in favour of these sectors in the foreseeable future, they can offer high returns.
",0,Economic Times
"Lupin, Havells among 11 stocks that can give solid returns in 2-3 weeksAnalysts said one must execute trades with caution in this market.",0,Economic Times
"Maruti, TaMo May sales plunge, but stocks hold the ground, why?Tata Motors’ domestic PV volumes declined 38%, domestic volumes of Honda fell 28% in May.",0,Economic Times
"Sell in May, play in June! Hot summer is about cool returnsIn last 20 years, the BSE Sensex has ended June with gains on 14 occasions.",0,Economic Times
Modi win makes rupee double-edged sword for central bankThe rupee is emerging as Asia’s top performer in the past three months.,0,Economic Times
"Alfa raises delisting price to Rs 2,850 a shareAlfa Laval (India) today said its parent firm has raised the delisting offer price to Rs 2,850 a share.
",0,Economic Times
"DB Realty, Unitech stocks roseThe stocks of DB Realty and Unitech rose after top executives of these companies were granted bail in the 2G scam case. ",0,Economic Times
Fitch withdraws Reliance Capital ratingsFitch on Friday said it has withdrawn the ratings on Reliance Capital as the company has decided to stop participating.,0,Economic Times
"'Discoms' poor fin health poses risks for traders'The poor financial health of state electricity boards could pose significant business risks for power traders in the country, says Fitch.
",0,Economic Times
"Cigarette cos shares outperform benchmark SensexShares of cigarette companies have rallied over the past one month, with ITC, Godfrey Philips and VST Industries hitting record highs. ",0,Economic Times
"Lovable Lingerie's dream run on as traders lap it upLovable Lingerie is 3rd-best performing stock among companies listed this year, with it doubling in value, as traders bet it could repeat performance of Page Indus.",0,Economic Times
body,fake,source
Fallouts of a damaging Indira plan that India never abandonedFallouts of a damaging Indira plan that India never abandonedToo little has changed. A banking sector that should be stimulating growth remains inefficient and wasteful.,0,Economic Times
"A football game's mystery link with IL&FSA football game's mystery link with IL&FSGrant Thornton in its report pinpoints a Real Madrid match, property deal and contribution to a trust.
",0,Economic Times
Sebi has a problem with new public float ruleSebi has a problem with new public float ruleGovt-owned cos are laggards in raising minimum public shareholding level to the 25% norm.,0,Economic Times
"50 years ago, Indira Gandhi changed banking50 years ago, Indira Gandhi changed bankingOn July 20, 1969 then Prime Minister, Indira Gandhi, nationalised 14 major banks - a move that was as politically motivated as it was economically motivated. ",0,Economic Times
"Germany seeks India’s stamp on Afghanistan talksGermany seeks India’s stamp on Afghanistan talksAnnouncing his visit, MEA’s spokesperson, Raveesh Kumar said, “Tomorrow, we will exchange views with the Special Representative from Germany who is responsible for intra-Afghan dialogue.""",0,Economic Times
"Auto firms find a silver lining in SUVsAuto firms find a silver lining in SUVsWeathering slowdown in a market down by 10%, bookings for new models shoot up.",0,Economic Times
Gulf tensions rise as US shoots down Iranian droneGulf tensions rise as US shoots down Iranian droneIt was the first US military engagement with Iran following a series of increasingly serious incidents.,0,Economic Times
"Guv’s directive a violation of SC order: JDS-CongGuv’s directive a violation of SC order: JDS-CongThe vote in the trust motion is unlikely to be held before Monday as the ruling coalition will seek clarification from the Speaker, and may be Supreme Court.",0,Economic Times
IMA boss Mansoor Khan nabbed at Delhi airportIMA boss Mansoor Khan nabbed at Delhi airportThe development is expected to ease the ongoing investigation and the effort to return the money of thousands of investors.,0,Economic Times
Pakistan decides to grant consular access to JadhavPakistan decides to grant consular access to JadhavPakistan’s move can be viewed as a peace missive to India following its increasing isolation in the international community.,0,Economic Times
"Analysts bullish on HDFC AMC, say stock could see a re-ratingThe stock moved up 9 per cent to Rs 2,170 in the last couple of trading sessions.",0,Economic Times
