body,fake,source
"MLB roundup: Strasburg knocks in 5, earns 12th win<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-19T052039Z_1_LYNXNPEF6I0AN_RTROPTP_0_BASEBALL-MLB-ATL-WAS_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-19T052039Z_1_LYNXNPEF6I0AN_RTROPTP_0_BASEBALL-MLB-ATL-WAS_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-19T052039Z_1_LYNXNPEF6I0AN_RTROPTP_0_BASEBALL-MLB-ATL-WAS_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-19T052039Z_1_LYNXNPEF6I0AN_RTROPTP_0_BASEBALL-MLB-ATL-WAS_1-656x437.jpg 656w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-19T052039Z_1_LYNXNPEF6I0AN_RTROPTP_0_BASEBALL-MLB-ATL-WAS_1.jpg 800w"" sizes=""(max-width: 315px) 100vw, 315px"" />Stephen Strasburg did it all for the visiting Washington Nationals on Thursday, earning his National League-leading 12th win, hitting a three-run homer and driving in five runs in a 13-4 victory over",1,OANN
body,fake,source
"Clariant CEO exits after 10 months amid key talks with SABIC<img width=""286"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051905Z_1_LYNXNPEF6N08Q_RTROPTP_0_CLARIANT-RESULTS_1-286x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051905Z_1_LYNXNPEF6N08Q_RTROPTP_0_CLARIANT-RESULTS_1-286x210.jpg 286w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051905Z_1_LYNXNPEF6N08Q_RTROPTP_0_CLARIANT-RESULTS_1-768x564.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051905Z_1_LYNXNPEF6N08Q_RTROPTP_0_CLARIANT-RESULTS_1-595x437.jpg 595w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051905Z_1_LYNXNPEF6N08Q_RTROPTP_0_CLARIANT-RESULTS_1.jpg 800w"" sizes=""(max-width: 286px) 100vw, 286px"" />By John Miller ZURICH (Reuters) - Clariant  Chief Executive Ernesto Ochiello has quit after just 10 months, an abrupt move that comes as the Swiss specialty chemicals maker negotiates with 25%",1,OANN
"Missing Canada teens now suspects in murder of tourists<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T185957Z_1_LYNXNPEF6M1IL_RTROPTP_0_CANADA-DEATHS-COUPLE_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T185957Z_1_LYNXNPEF6M1IL_RTROPTP_0_CANADA-DEATHS-COUPLE_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T185957Z_1_LYNXNPEF6M1IL_RTROPTP_0_CANADA-DEATHS-COUPLE_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T185957Z_1_LYNXNPEF6M1IL_RTROPTP_0_CANADA-DEATHS-COUPLE_1-656x437.jpg 656w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T185957Z_1_LYNXNPEF6M1IL_RTROPTP_0_CANADA-DEATHS-COUPLE_1.jpg 800w"" sizes=""(max-width: 315px) 100vw, 315px"" />By Moira Warburton (Reuters) - Two teenagers, first categorized as missing in Canada, are now suspects in the murder of an Australian tourist, his American girlfriend and an unidentified man whose",1,OANN
"Daimler second-quarter hammered by one-off, diesel charges<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T052019Z_1_LYNXNPEF6N08S_RTROPTP_0_DAIMLER-RESULTS_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T052019Z_1_LYNXNPEF6N08S_RTROPTP_0_DAIMLER-RESULTS_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T052019Z_1_LYNXNPEF6N08S_RTROPTP_0_DAIMLER-RESULTS_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T052019Z_1_LYNXNPEF6N08S_RTROPTP_0_DAIMLER-RESULTS_1-655x437.jpg 655w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T052019Z_1_LYNXNPEF6N08S_RTROPTP_0_DAIMLER-RESULTS_1.jpg 799w"" sizes=""(max-width: 315px) 100vw, 315px"" />FRANKFURT (Reuters) - Luxury car maker Daimler  said it would intensify cost cuts after legal risks for diesel-related issues and the cost of replacing Takata airbags triggered a 1.56",1,OANN
"Warren Buffett’s charity lunch postponed after cryptocurrency promoter falls ill<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T062652Z_1_LYNXNPEF6M0BF_RTROPTP_0_BUFFETT-LUNCH_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T062652Z_1_LYNXNPEF6M0BF_RTROPTP_0_BUFFETT-LUNCH_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T062652Z_1_LYNXNPEF6M0BF_RTROPTP_0_BUFFETT-LUNCH_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T062652Z_1_LYNXNPEF6M0BF_RTROPTP_0_BUFFETT-LUNCH_1-655x437.jpg 655w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-23T062652Z_1_LYNXNPEF6M0BF_RTROPTP_0_BUFFETT-LUNCH_1.jpg 799w"" sizes=""(max-width: 315px) 100vw, 315px"" />NEW YORK/HONG KONG (Reuters) - Chinese cryptocurrency entrepreneur Justin Sun postponed his $4.57 million charity lunch with Warren Buffett after falling ill with kidney stones, according to a",1,OANN
"Italian banks consider conditions set by CCB for Carige rescue unacceptable: press<img width=""364"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054148Z_1_LYNXNPEF6N09V_RTROPTP_0_EUROZONE-BANKS-ITALY-CARIGE_1-364x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054148Z_1_LYNXNPEF6N09V_RTROPTP_0_EUROZONE-BANKS-ITALY-CARIGE_1-364x210.jpg 364w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054148Z_1_LYNXNPEF6N09V_RTROPTP_0_EUROZONE-BANKS-ITALY-CARIGE_1-768x443.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054148Z_1_LYNXNPEF6N09V_RTROPTP_0_EUROZONE-BANKS-ITALY-CARIGE_1-758x437.jpg 758w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054148Z_1_LYNXNPEF6N09V_RTROPTP_0_EUROZONE-BANKS-ITALY-CARIGE_1.jpg 800w"" sizes=""(max-width: 364px) 100vw, 364px"" />MILAN (Reuters) - Italian depositor guarantee fund FITD, financed by the country's lenders, does not consider acceptable some of the conditions set by cooperative bank Cassa Centrale Banca to join a",1,OANN
"Deutsche Bank posts second quarter loss of $3.51 billion on restructuring costs<img width=""308"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051412Z_1_LYNXNPEF6N08H_RTROPTP_0_DEUTSCHE-BANK-RESULTS_1-308x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051412Z_1_LYNXNPEF6N08H_RTROPTP_0_DEUTSCHE-BANK-RESULTS_1-308x210.jpg 308w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051412Z_1_LYNXNPEF6N08H_RTROPTP_0_DEUTSCHE-BANK-RESULTS_1-768x524.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051412Z_1_LYNXNPEF6N08H_RTROPTP_0_DEUTSCHE-BANK-RESULTS_1-641x437.jpg 641w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T051412Z_1_LYNXNPEF6N08H_RTROPTP_0_DEUTSCHE-BANK-RESULTS_1.jpg 799w"" sizes=""(max-width: 308px) 100vw, 308px"" />FRANKFURT (Reuters) - Deutsche Bank  on Wednesday said the German company posted a larger-than-expected loss of 3.15 billion euros ($3.51 billion) in the second quarter due to major",1,OANN
"PSA Group profit jumps on pricing, Opel synergies<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054337Z_1_LYNXNPEF6N09X_RTROPTP_0_PSA-RESULTS_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054337Z_1_LYNXNPEF6N09X_RTROPTP_0_PSA-RESULTS_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054337Z_1_LYNXNPEF6N09X_RTROPTP_0_PSA-RESULTS_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054337Z_1_LYNXNPEF6N09X_RTROPTP_0_PSA-RESULTS_1-655x437.jpg 655w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T054337Z_1_LYNXNPEF6N09X_RTROPTP_0_PSA-RESULTS_1.jpg 799w"" sizes=""(max-width: 315px) 100vw, 315px"" />PARIS (Reuters) - French carmaker PSA Group  delivered a sharp increase in first-half profit, as new models and the integration of Opel-Vauxhall more than made up for weaker emerging-market",1,OANN
"Japan’s Tepco to decommission second, undamaged Fukushima nuclear plant: Kyodo<img width=""326"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T023548Z_1_LYNXNPEF6N03R_RTROPTP_0_JAPAN_1-326x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T023548Z_1_LYNXNPEF6N03R_RTROPTP_0_JAPAN_1-326x210.jpg 326w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T023548Z_1_LYNXNPEF6N03R_RTROPTP_0_JAPAN_1-768x495.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T023548Z_1_LYNXNPEF6N03R_RTROPTP_0_JAPAN_1-678x437.jpg 678w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T023548Z_1_LYNXNPEF6N03R_RTROPTP_0_JAPAN_1.jpg 800w"" sizes=""(max-width: 326px) 100vw, 326px"" />TOKYO (Reuters) - Tokyo Electric Power plans to scrap its Fukushima Daini nuclear station, located a few miles south of the bigger Fukushima Daiichi plant where three reactors melted down in 2011",1,OANN
"KKR devours Tim Tam biscuits maker in $2.2 billion deal with Campbell<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T045254Z_3_LYNXNPEF6N00W_RTROPTP_0_USA-STOCKS_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T045254Z_3_LYNXNPEF6N00W_RTROPTP_0_USA-STOCKS_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T045254Z_3_LYNXNPEF6N00W_RTROPTP_0_USA-STOCKS_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T045254Z_3_LYNXNPEF6N00W_RTROPTP_0_USA-STOCKS_1-655x437.jpg 655w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T045254Z_3_LYNXNPEF6N00W_RTROPTP_0_USA-STOCKS_1.jpg 799w"" sizes=""(max-width: 315px) 100vw, 315px"" />By Paulina Duran and Byron Kaye SYDNEY (Reuters) - KKR &#38; Co  said it is buying Campbell Soup Co's  Australian snacks unit Arnott's that will give it ownership of top-selling biscuit",1,OANN
"U.S. security adviser Bolton meets South Korean officials, seeks stronger ties<img width=""298"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T030207Z_1_LYNXNPEF6N04W_RTROPTP_0_SOUTHKOREA-USA-TRUMP_1-298x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T030207Z_1_LYNXNPEF6N04W_RTROPTP_0_SOUTHKOREA-USA-TRUMP_1-298x210.jpg 298w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T030207Z_1_LYNXNPEF6N04W_RTROPTP_0_SOUTHKOREA-USA-TRUMP_1-768x541.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T030207Z_1_LYNXNPEF6N04W_RTROPTP_0_SOUTHKOREA-USA-TRUMP_1-620x437.jpg 620w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T030207Z_1_LYNXNPEF6N04W_RTROPTP_0_SOUTHKOREA-USA-TRUMP_1.jpg 799w"" sizes=""(max-width: 298px) 100vw, 298px"" />By Joyce Lee SEOUL (Reuters) - U.S. national security adviser John Bolton met with South Korean officials on Wednesday to discuss major bilateral issues amid South Korea's trade spat with Japan,",1,OANN
body,fake,source
"Telecoms group Orange second-quarter revenue stabilizes in France on improving market conditions<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055323Z_1_LYNXNPEF6O0EY_RTROPTP_0_ORANGE-RESULTS_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055323Z_1_LYNXNPEF6O0EY_RTROPTP_0_ORANGE-RESULTS_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055323Z_1_LYNXNPEF6O0EY_RTROPTP_0_ORANGE-RESULTS_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055323Z_1_LYNXNPEF6O0EY_RTROPTP_0_ORANGE-RESULTS_1-655x437.jpg 655w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055323Z_1_LYNXNPEF6O0EY_RTROPTP_0_ORANGE-RESULTS_1.jpg 799w"" sizes=""(max-width: 315px) 100vw, 315px"" />PARIS (Reuters) - French telecoms group Orange  reported slightly better-than-expected sales and profit growth in the second quarter, helped by improving market conditions in its home country",1,OANN
"Nokia second-quarter beats forecasts on rising demand<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055428Z_2_LYNXNPEF6O0DK_RTROPTP_0_NOKIA-RESULTS_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055428Z_2_LYNXNPEF6O0DK_RTROPTP_0_NOKIA-RESULTS_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055428Z_2_LYNXNPEF6O0DK_RTROPTP_0_NOKIA-RESULTS_1-768x511.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055428Z_2_LYNXNPEF6O0DK_RTROPTP_0_NOKIA-RESULTS_1-656x437.jpg 656w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T055428Z_2_LYNXNPEF6O0DK_RTROPTP_0_NOKIA-RESULTS_1.jpg 799w"" sizes=""(max-width: 315px) 100vw, 315px"" />(Reuters) - Finnish telecom network equipment maker Nokia on Thursday reported a surprise rise in quarterly profits, citing rising demand, and stuck to its 2019 forecasts. ",1,OANN
"North Korea test fires short-range missiles, casts doubt on nuclear talks<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T212756Z_1_LYNXNPEF6N23N_RTROPTP_0_NORTHKOREA-UN_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T212756Z_1_LYNXNPEF6N23N_RTROPTP_0_NORTHKOREA-UN_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T212756Z_1_LYNXNPEF6N23N_RTROPTP_0_NORTHKOREA-UN_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T212756Z_1_LYNXNPEF6N23N_RTROPTP_0_NORTHKOREA-UN_1-655x437.jpg 655w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-24T212756Z_1_LYNXNPEF6N23N_RTROPTP_0_NORTHKOREA-UN_1.jpg 799w"" sizes=""(max-width: 315px) 100vw, 315px"" />By Joyce Lee and Hyonhee Shin SEOUL (Reuters) - North Korea fired two short-range missiles on Thursday from its east coast, a South Korean official said, its first missile tests since leader Kim Jong",1,OANN
"MLB roundup: Cards’ DeJong blasts 3 homers<img width=""328"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T054300Z_1_LYNXNPEF6O0E5_RTROPTP_0_BASEBALL-MLB-PIT-STL_1-328x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T054300Z_1_LYNXNPEF6O0E5_RTROPTP_0_BASEBALL-MLB-PIT-STL_1-328x210.jpg 328w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T054300Z_1_LYNXNPEF6O0E5_RTROPTP_0_BASEBALL-MLB-PIT-STL_1-768x492.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T054300Z_1_LYNXNPEF6O0E5_RTROPTP_0_BASEBALL-MLB-PIT-STL_1-683x437.jpg 683w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T054300Z_1_LYNXNPEF6O0E5_RTROPTP_0_BASEBALL-MLB-PIT-STL_1.jpg 800w"" sizes=""(max-width: 328px) 100vw, 328px"" />Paul DeJong went 4-for-4 with three homers, a double and five RBIs, and the St. Louis Cardinals outslugged the Pittsburgh Pirates 14-8 Wednesday night. ",1,OANN
"Toyota to invest $600 million in China’s Didi, new JV<img width=""342"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T045839Z_1_LYNXNPEF6O0AV_RTROPTP_0_CHINA-AUTOS-HYBRID_1-342x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T045839Z_1_LYNXNPEF6O0AV_RTROPTP_0_CHINA-AUTOS-HYBRID_1-342x210.jpg 342w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T045839Z_1_LYNXNPEF6O0AV_RTROPTP_0_CHINA-AUTOS-HYBRID_1-768x471.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T045839Z_1_LYNXNPEF6O0AV_RTROPTP_0_CHINA-AUTOS-HYBRID_1-713x437.jpg 713w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T045839Z_1_LYNXNPEF6O0AV_RTROPTP_0_CHINA-AUTOS-HYBRID_1.jpg 799w"" sizes=""(max-width: 342px) 100vw, 342px"" />BEIJING (Reuters) - Toyota Motor Corp said on Thursday it will invest $600 million in Chinese ride-hailing giant Didi Chuxing and a new joint venture to expand collaboration with the firm in China. ",1,OANN
"Asian shares edge up before ECB decision, euro near two-month lows<img width=""294"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T005733Z_1_LYNXNPEF6O03J_RTROPTP_0_GLOBAL-MARKETS_1-294x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T005733Z_1_LYNXNPEF6O03J_RTROPTP_0_GLOBAL-MARKETS_1-294x210.jpg 294w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T005733Z_1_LYNXNPEF6O03J_RTROPTP_0_GLOBAL-MARKETS_1-768x548.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T005733Z_1_LYNXNPEF6O03J_RTROPTP_0_GLOBAL-MARKETS_1-613x437.jpg 613w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T005733Z_1_LYNXNPEF6O03J_RTROPTP_0_GLOBAL-MARKETS_1.jpg 799w"" sizes=""(max-width: 294px) 100vw, 294px"" />By Swati Pandey and Andrew Galbraith SYDNEY/SHANGHAI (Reuters) - Asian shares rose but struck a more cautious note than a tech-fueled rally on Wall Street, while the euro stayed near two-month lows as",1,OANN
"Two explosions rock Afghan capital after bus blast: officials<img width=""280"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T052832Z_1_LYNXNPEF6O0DA_RTROPTP_0_AFGHANISTAN-BLAST_1-280x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T052832Z_1_LYNXNPEF6O0DA_RTROPTP_0_AFGHANISTAN-BLAST_1-280x210.jpg 280w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T052832Z_1_LYNXNPEF6O0DA_RTROPTP_0_AFGHANISTAN-BLAST_1-768x576.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T052832Z_1_LYNXNPEF6O0DA_RTROPTP_0_AFGHANISTAN-BLAST_1-583x437.jpg 583w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T052832Z_1_LYNXNPEF6O0DA_RTROPTP_0_AFGHANISTAN-BLAST_1.jpg 800w"" sizes=""(max-width: 280px) 100vw, 280px"" />KABUL (Reuters) - Two explosions went off in the Afghan capital, Kabul, on Thursday, minutes after a bus carrying government employees was hit by a blast, killing five people, government officials",1,OANN
"Euro remains stuck near two-month low as bears await dovish ECB<img width=""315"" height=""210"" src=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T011145Z_1_LYNXNPEF6O040_RTROPTP_0_CROATIA-EURO_1-315x210.jpg"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" srcset=""https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T011145Z_1_LYNXNPEF6O040_RTROPTP_0_CROATIA-EURO_1-315x210.jpg 315w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T011145Z_1_LYNXNPEF6O040_RTROPTP_0_CROATIA-EURO_1-768x512.jpg 768w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T011145Z_1_LYNXNPEF6O040_RTROPTP_0_CROATIA-EURO_1-655x437.jpg 655w, https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2019/07/2019-07-25T011145Z_1_LYNXNPEF6O040_RTROPTP_0_CROATIA-EURO_1.jpg 799w"" sizes=""(max-width: 315px) 100vw, 315px"" />By Stanley White TOKYO (Reuters) - The euro was mired near a two-month low on Thursday before a European Central Bank meeting that could signal monetary easing as growth in the currency zone falters.",1,OANN
